age,gender,marital_status,education_level,annual_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,loan_term,num_of_open_accounts,total_credit_limit,delinquency_history,loan_paid_back
37,Female,Divorced,Master's,27629.26,Unemployed,0.071,714,14822.51,Debt consolidation,60,4,18196.76,2,1
53,Male,Married,Bachelor's,28561.91,Self-employed,0.119,607,6287.74,Home,36,3,33829.88,1,1
67,Female,Married,Master's,27464.95,Employed,0.067,616,18213.43,Debt consolidation,36,6,43520.24,0,1
66,Male,Married,High School,88385.76,Employed,0.166,842,7739.22,Debt consolidation,36,6,70777.83,2,1
72,Female,Married,High School,59862.07,Unemployed,0.129,763,500,Debt consolidation,36,7,62315.47,1,1
74,Female,Divorced,Bachelor's,39643.64,Unemployed,0.231,605,8585,Debt consolidation,36,3,59085.92,1,0
36,Female,Divorced,High School,138061.09,Retired,0.06,613,29533.08,Education,36,5,195274.55,1,1
49,Female,Single,Bachelor's,29609.05,Unemployed,0.077,733,8856.26,Debt consolidation,60,2,46281.87,2,1
29,Female,Married,Master's,20302.86,Employed,0.196,732,12218.75,Debt consolidation,36,4,19183.61,0,1
53,Female,Single,Bachelor's,16020.05,Employed,0.146,702,29620.47,Debt consolidation,36,7,28629.46,3,1
69,Female,Single,High School,49680.94,Employed,0.272,681,18077.27,Debt consolidation,36,4,66426.04,1,0
49,Male,Single,PhD,16933.25,Employed,0.035,744,30898.12,Car,60,7,20478.6,1,1
33,Female,Married,High School,53947.77,Employed,0.206,753,12037.85,Car,36,4,52872.56,1,1
41,Female,Married,PhD,30530.53,Self-employed,0.053,580,23501.07,Other,60,5,43295.45,2,0
41,Male,Single,High School,24410.45,Self-employed,0.178,684,12636.91,Debt consolidation,60,6,35220.11,4,1
25,Female,Married,Master's,59616.98,Employed,0.175,672,20154.52,Debt consolidation,36,3,36018.37,0,1
30,Female,Single,Other,25264.38,Employed,0.23,742,27538.95,Business,36,8,34274.06,2,1
26,Female,Single,PhD,23322.99,Employed,0.122,677,11767.58,Education,60,4,21250.2,1,0
71,Female,Single,PhD,35716.09,Employed,0.275,681,3600.42,Car,36,2,42175.2,2,1
33,Male,Married,PhD,25557.58,Self-employed,0.027,700,24499.82,Debt consolidation,60,6,24029.23,1,1
21,Male,Single,Bachelor's,58646.05,Employed,0.337,629,10696.84,Debt consolidation,60,6,78744.95,1,1
40,Male,Single,Bachelor's,84881.7,Employed,0.283,703,13849.39,Vacation,36,2,88730.16,0,1
67,Male,Widowed,Bachelor's,145474.96,Employed,0.226,639,14849.88,Medical,36,2,178609.65,7,1
66,Female,Married,PhD,27895.01,Employed,0.407,618,11705.54,Debt consolidation,36,4,21183.14,5,1
28,Male,Single,Master's,24650.39,Employed,0.295,533,500,Other,36,3,30212.4,4,0
30,Female,Married,Master's,15555.92,Self-employed,0.157,646,27530.41,Car,36,10,19961.43,1,1
29,Female,Single,Bachelor's,45683.92,Employed,0.415,602,11490.53,Car,60,4,59322.95,4,0
69,Female,Married,Bachelor's,77312.95,Self-employed,0.34,619,16913.26,Medical,36,1,60125.56,1,1
61,Male,Married,Other,16938.32,Self-employed,0.389,604,22148.63,Debt consolidation,36,4,19937.52,6,1
23,Male,Single,High School,15078.7,Employed,0.254,644,10945.63,Debt consolidation,36,3,11302.19,4,1
31,Male,Single,High School,205578.53,Employed,0.103,774,1803.73,Debt consolidation,36,6,113391.28,1,1
32,Male,Single,Other,16604.05,Employed,0.212,675,14007.15,Other,36,4,18608.69,2,0
30,Other,Married,Bachelor's,23827.21,Employed,0.132,666,9781.97,Home,36,9,38582.73,0,1
45,Female,Divorced,Bachelor's,9356.55,Retired,0.166,683,500,Other,36,4,17440.92,1,1
69,Male,Widowed,Master's,7045.44,Unemployed,0.036,742,24504.93,Medical,36,5,12682.04,1,1
69,Female,Divorced,Master's,32000.22,Employed,0.125,583,1924.93,Medical,60,7,38502.86,2,1
45,Male,Widowed,High School,79018.47,Employed,0.354,689,10304.9,Debt consolidation,60,2,79855.82,2,1
31,Female,Single,High School,36015.12,Employed,0.176,643,18973.11,Debt consolidation,60,6,39735,3,1
74,Male,Married,Master's,10203.03,Employed,0.039,700,500,Other,36,6,18159.62,1,1
56,Female,Single,Master's,34890.48,Unemployed,0.102,696,5442.41,Other,36,0,23507.36,3,0
59,Male,Married,High School,13223.47,Employed,0.083,668,3194.18,Debt consolidation,60,7,21018.38,1,1
73,Male,Married,Master's,19349.83,Unemployed,0.306,613,22061.23,Other,60,4,23779.99,0,0
46,Male,Single,Bachelor's,38132.65,Student,0.316,668,21649.2,Education,36,3,29115.02,2,0
34,Male,Married,Bachelor's,33056.81,Employed,0.141,592,23666.59,Other,36,5,21769.84,2,1
59,Female,Single,Other,41905.45,Employed,0.066,625,9984.6,Debt consolidation,36,4,65296.05,1,1
60,Male,Single,Bachelor's,68238.7,Self-employed,0.18,812,14522.58,Vacation,60,9,99897.81,1,1
21,Female,Widowed,High School,35343.91,Employed,0.283,684,23760.78,Education,60,6,42554.13,2,0
74,Female,Married,High School,22824.59,Employed,0.089,679,9849.18,Debt consolidation,60,6,18368.68,3,1
24,Female,Single,Bachelor's,50973.19,Student,0.273,721,27602.22,Debt consolidation,36,5,63583.62,1,0
50,Female,Single,Other,13224.98,Self-employed,0.169,702,9531.47,Car,36,3,14456.93,0,1
32,Male,Single,High School,37460.79,Employed,0.342,648,24407.97,Other,36,2,57314.57,3,1
55,Female,Widowed,Bachelor's,78828.5,Employed,0.081,737,26934.59,Education,36,4,49398.82,0,1
33,Female,Divorced,Master's,23923.92,Employed,0.402,573,24011.82,Debt consolidation,36,7,31282.92,3,1
72,Female,Married,High School,25243.12,Self-employed,0.01,616,22331.2,Car,36,6,31817.55,4,1
51,Female,Married,Master's,110539.85,Employed,0.347,663,25428.78,Debt consolidation,36,3,111092.76,2,1
58,Female,Married,High School,41627.81,Employed,0.375,646,18759.29,Business,60,4,28380.39,2,0
63,Male,Single,High School,38619.25,Employed,0.187,716,3735.31,Debt consolidation,60,7,48495.17,5,1
43,Female,Divorced,Other,42769.51,Unemployed,0.197,636,7824.24,Debt consolidation,60,12,36475.53,2,0
24,Female,Married,Bachelor's,20731.73,Unemployed,0.2,574,8495.87,Business,60,4,20336.03,6,0
72,Male,Single,Master's,72420.5,Unemployed,0.151,673,12359.66,Business,60,6,60016.57,5,0
36,Female,Single,Master's,92403.13,Self-employed,0.333,682,8147.39,Other,36,4,73810.13,1,1
27,Male,Married,Bachelor's,30610.91,Retired,0.159,604,25977.91,Debt consolidation,60,2,21688.38,1,1
42,Male,Single,Bachelor's,46389.73,Employed,0.075,597,500,Education,36,7,60498.64,4,1
49,Female,Married,Master's,64759.07,Unemployed,0.204,651,7801.99,Home,36,6,41390.6,1,0
31,Female,Married,Bachelor's,66629.5,Self-employed,0.433,732,2584.42,Car,60,4,74402.89,4,1
53,Female,Married,Bachelor's,72297.99,Self-employed,0.271,630,1759.26,Car,36,5,90636.03,2,1
49,Female,Married,Master's,14966.44,Employed,0.391,771,17246.04,Debt consolidation,60,3,11109.32,2,1
59,Male,Married,Master's,54535.36,Self-employed,0.109,607,4331.13,Education,36,6,58579.44,1,1
32,Female,Single,High School,91057.54,Employed,0.271,826,16181.65,Debt consolidation,60,2,58457.59,1,1
27,Male,Married,High School,51689.04,Employed,0.263,765,24739.9,Debt consolidation,36,6,44641.35,0,1
75,Male,Single,High School,91674.09,Student,0.303,594,13166.9,Debt consolidation,36,4,86489.35,6,0
59,Male,Divorced,Bachelor's,36177.74,Self-employed,0.124,558,21267.96,Education,36,6,36834.23,0,1
62,Female,Divorced,PhD,45665.71,Self-employed,0.128,718,19109.75,Home,36,6,51188.27,8,1
68,Female,Single,Master's,35556.12,Employed,0.228,578,18169.23,Home,36,5,55949.62,1,0
46,Female,Married,High School,50102.02,Unemployed,0.196,678,31148.6,Debt consolidation,60,9,59050.52,3,0
60,Female,Married,PhD,58497.44,Retired,0.393,748,8742.93,Other,60,4,75501.82,5,1
29,Male,Widowed,Master's,17848.62,Employed,0.133,622,5086.05,Debt consolidation,36,7,23718.88,4,0
61,Female,Married,Master's,37973.66,Employed,0.134,730,31185.45,Car,60,2,29601.47,2,1
54,Male,Married,Bachelor's,36924.28,Self-employed,0.271,564,11158.56,Business,36,7,59440.62,0,1
65,Male,Married,Master's,26202.57,Unemployed,0.224,686,12926.93,Debt consolidation,36,10,41438.19,0,0
33,Female,Single,Master's,44008.22,Employed,0.089,650,15191.11,Debt consolidation,36,4,44803.57,2,1
75,Female,Single,Master's,21449.86,Employed,0.064,665,29704,Debt consolidation,36,5,28686.23,1,1
75,Female,Single,High School,21356.45,Employed,0.194,590,13345.62,Debt consolidation,36,5,36461.99,2,1
56,Female,Single,Master's,24694.03,Employed,0.149,626,500,Debt consolidation,36,11,33556,0,0
45,Female,Single,Master's,17244.04,Employed,0.22,715,12921.62,Other,36,4,13543.37,3,1
44,Female,Married,High School,23689.99,Student,0.13,655,27127.72,Education,36,6,32877.18,1,0
64,Male,Married,High School,108116.81,Employed,0.113,685,12211.08,Debt consolidation,36,5,125906.71,3,1
37,Male,Widowed,Master's,18636.53,Employed,0.294,743,22874,Debt consolidation,36,5,14881.36,2,0
22,Male,Single,Bachelor's,21123.97,Student,0.081,629,27317.57,Debt consolidation,36,2,15368.18,2,0
33,Male,Divorced,Bachelor's,39253.96,Employed,0.117,850,4466.1,Business,60,1,24261.68,1,1
51,Male,Married,Bachelor's,19329.08,Self-employed,0.201,534,9298.08,Debt consolidation,36,7,18352.05,5,1
49,Other,Married,High School,21135.37,Student,0.281,649,12965.12,Home,60,4,16894.61,3,0
70,Female,Married,Other,17538.82,Self-employed,0.255,654,12660.13,Car,36,6,17912.71,4,1
48,Female,Married,Master's,36640.1,Retired,0.146,543,20946.94,Home,36,6,46642.68,1,1
47,Male,Single,High School,31564.83,Employed,0.33,664,11180.41,Business,36,4,41321.24,0,1
35,Male,Married,High School,47520.39,Employed,0.108,820,8370.48,Other,60,4,66271.4,0,1
51,Male,Married,Bachelor's,41091.15,Student,0.076,742,12485.05,Home,36,8,35958.67,0,1
60,Female,Widowed,Bachelor's,72829.47,Employed,0.143,591,2975.13,Car,36,0,84587.04,3,1
35,Male,Divorced,High School,26381.79,Self-employed,0.133,738,6179.96,Car,36,4,26121.79,5,1
53,Female,Married,PhD,18010.3,Employed,0.044,711,22543.88,Debt consolidation,60,6,32705.55,4,1
40,Female,Married,Master's,21784.76,Self-employed,0.079,757,12153.45,Debt consolidation,36,6,30842.45,2,1
62,Female,Divorced,Master's,107378.67,Employed,0.14,805,23055.22,Business,36,6,136036.69,2,1
32,Male,Divorced,Master's,10950.98,Employed,0.049,666,11748.79,Education,36,8,15173.73,2,1
57,Female,Married,Master's,70772.72,Retired,0.132,761,22355.69,Business,36,5,84925.91,1,1
29,Female,Married,Bachelor's,70470.99,Employed,0.082,669,24462.82,Education,36,5,87203.01,1,1
43,Female,Single,Other,42588.03,Employed,0.047,586,12456.22,Home,36,8,34477.75,1,1
28,Male,Married,Master's,21031.27,Retired,0.265,632,31273.94,Education,36,2,33522.9,2,1
52,Male,Single,Bachelor's,49762.12,Student,0.239,710,21046.48,Car,60,8,76376.83,2,0
68,Male,Married,Master's,22137.17,Employed,0.218,658,16779.02,Car,60,8,38603.57,2,1
34,Female,Single,High School,27103.72,Employed,0.02,678,15312.79,Medical,36,3,27016.97,2,1
47,Female,Single,Other,41558.02,Retired,0.199,592,15117.04,Debt consolidation,36,2,49643.82,3,1
45,Other,Single,High School,26834.57,Employed,0.286,802,16447.28,Debt consolidation,36,4,21277.83,3,1
33,Female,Married,Bachelor's,18786.03,Employed,0.127,710,9975.25,Debt consolidation,60,9,35685.58,0,1
75,Male,Married,High School,32306.62,Unemployed,0.329,685,500,Business,60,7,45455.69,2,0
41,Female,Married,Master's,49012.83,Self-employed,0.063,739,22849.99,Debt consolidation,36,9,71356.33,1,1
65,Male,Married,Other,72166.41,Self-employed,0.121,768,18210.33,Education,36,7,103633.95,3,1
51,Female,Widowed,Bachelor's,54100.37,Unemployed,0.068,682,19579.46,Other,36,6,54172.82,2,0
57,Female,Single,Master's,91972.55,Employed,0.191,714,14682.78,Car,60,1,47430.66,0,1
68,Female,Married,Bachelor's,42170.15,Employed,0.212,582,500,Other,60,8,33501.98,1,1
63,Female,Married,High School,32538.28,Employed,0.137,706,10190.12,Home,36,2,34077.32,1,1
74,Female,Divorced,High School,105570.26,Employed,0.126,838,26616.15,Debt consolidation,60,7,134447.96,4,1
25,Other,Single,Bachelor's,28928,Unemployed,0.165,717,4277.25,Debt consolidation,36,6,43998.98,1,0
33,Male,Widowed,Bachelor's,61384.89,Unemployed,0.052,674,34454.34,Home,36,1,50181.62,1,0
48,Female,Single,Master's,77183.23,Employed,0.076,695,500,Debt consolidation,60,4,53172.79,3,1
63,Female,Single,High School,8858.85,Employed,0.334,748,21542.42,Debt consolidation,36,13,23367.99,0,1
45,Female,Single,High School,37321.88,Employed,0.191,692,16270.28,Debt consolidation,60,5,60926.76,5,1
71,Female,Single,High School,18787.82,Employed,0.067,654,15999.34,Debt consolidation,60,2,16867.03,1,1
55,Other,Married,High School,18132.42,Employed,0.067,659,15300.57,Debt consolidation,60,3,23464.14,2,1
67,Female,Married,High School,21982,Employed,0.209,815,12837.71,Business,60,5,25291.8,2,1
59,Male,Single,High School,12269.78,Employed,0.402,677,23071.79,Debt consolidation,36,2,12196.88,2,1
27,Female,Married,Bachelor's,59236.49,Unemployed,0.394,650,6115.56,Other,36,5,89726.41,4,0
58,Female,Married,Master's,30822.4,Employed,0.155,717,19180.63,Debt consolidation,36,4,45236.03,0,1
52,Female,Married,High School,69402.4,Retired,0.236,677,9918.2,Home,36,7,68549.07,2,1
23,Male,Married,Master's,43052.18,Employed,0.414,718,18247.81,Education,36,1,39832.79,1,0
65,Female,Divorced,Bachelor's,35217.37,Employed,0.315,746,10661.96,Debt consolidation,60,2,52665.88,2,0
59,Male,Married,Bachelor's,21646.4,Retired,0.195,730,20045.63,Other,36,8,26502.02,2,1
57,Female,Single,Master's,29071.07,Employed,0.085,521,4688.7,Other,36,4,28464.77,0,0
75,Male,Single,Bachelor's,46309.1,Self-employed,0.097,693,12465.85,Debt consolidation,60,4,34521.55,0,1
70,Female,Single,Other,30514.45,Employed,0.146,774,14010.13,Car,36,3,22121.62,4,1
42,Male,Married,High School,25296.77,Student,0.031,625,38142.33,Other,36,1,24237.48,2,1
28,Male,Divorced,Bachelor's,36159.3,Self-employed,0.12,774,19036.13,Debt consolidation,36,5,54734.33,2,1
37,Female,Married,High School,73390.84,Self-employed,0.111,757,14016.23,Medical,36,5,106647.15,2,1
72,Male,Single,Bachelor's,40074.81,Unemployed,0.312,624,19190.06,Business,36,6,59606.47,3,0
47,Male,Married,Bachelor's,69098.48,Employed,0.097,671,9504.29,Vacation,36,2,101155.98,2,1
53,Male,Married,PhD,9861.47,Employed,0.208,612,25863.66,Debt consolidation,36,5,18574.76,3,0
66,Female,Widowed,Bachelor's,39021.48,Employed,0.181,739,19110.49,Debt consolidation,36,0,41607.92,3,0
37,Female,Single,Bachelor's,33675.38,Employed,0.034,797,22012.63,Medical,36,5,30155.16,1,1
62,Male,Married,Other,20867.11,Employed,0.058,697,17058.7,Education,36,5,26595.61,2,1
32,Female,Widowed,Bachelor's,40349.54,Retired,0.21,733,20258.18,Debt consolidation,36,7,50745.7,2,1
68,Male,Widowed,Bachelor's,59139.56,Employed,0.241,585,18340.44,Debt consolidation,36,2,37674.79,2,1
66,Female,Single,Other,38304.58,Employed,0.153,672,12278.15,Home,36,5,61604.51,3,1
47,Female,Single,Master's,17222.81,Employed,0.361,573,31421.39,Other,60,8,26441.95,1,1
68,Other,Married,Other,47942.69,Employed,0.048,681,12798.34,Medical,36,8,67981.06,1,1
28,Female,Married,Bachelor's,72788.95,Employed,0.156,767,20307.32,Debt consolidation,36,5,100233.55,1,1
43,Male,Single,Bachelor's,39813.54,Self-employed,0.225,752,11315.61,Debt consolidation,60,5,25630.24,1,1
62,Male,Divorced,High School,35045.65,Employed,0.04,768,11182.65,Business,36,7,40406.11,0,1
69,Female,Single,Master's,24178.68,Employed,0.261,657,4777.13,Home,36,9,26046.78,3,0
49,Male,Married,Other,45657.38,Retired,0.17,688,19870.11,Business,36,6,53120.74,1,1
70,Male,Married,High School,29192.87,Self-employed,0.211,725,3232.77,Education,60,3,36235.18,4,1
40,Male,Single,High School,337636.65,Employed,0.113,591,11307.13,Car,60,8,426121.49,1,1
36,Male,Single,High School,71604.38,Self-employed,0.158,802,5844.81,Education,36,7,81665.73,0,1
37,Female,Married,Bachelor's,42416.37,Student,0.095,605,29820.52,Home,60,11,52928.69,3,0
36,Male,Married,High School,48333.66,Employed,0.011,614,18772.32,Debt consolidation,60,3,68713.85,2,1
39,Male,Single,Bachelor's,33417.29,Unemployed,0.071,662,27848.54,Business,60,2,21146.69,0,0
28,Female,Married,Bachelor's,48057.05,Employed,0.13,718,18176.86,Debt consolidation,60,1,34222.65,2,1
58,Male,Married,PhD,51909.26,Self-employed,0.076,683,14300.78,Debt consolidation,36,4,51392.58,1,1
58,Female,Married,Bachelor's,22602.05,Self-employed,0.196,683,27557.17,Other,36,5,23613.59,3,1
73,Male,Divorced,Bachelor's,31295.77,Self-employed,0.201,733,20561.01,Medical,36,6,48453.39,4,1
49,Female,Married,Bachelor's,44023.68,Unemployed,0.236,689,19208.11,Car,36,4,48384.76,4,0
61,Male,Married,High School,46612.32,Employed,0.087,708,6688.84,Business,60,4,41706.07,1,1
56,Male,Married,Bachelor's,31096.82,Employed,0.157,661,21562.54,Home,36,5,21447.64,3,1
46,Male,Married,Master's,28498.13,Self-employed,0.21,744,11686.97,Car,36,3,23984.44,3,1
51,Female,Single,Other,51485.99,Employed,0.234,606,1780.33,Debt consolidation,36,2,73787.49,1,0
64,Female,Married,High School,50662.17,Retired,0.214,719,26801.74,Vacation,36,3,62465.93,4,1
32,Female,Single,Master's,27823.88,Employed,0.23,654,5097.32,Medical,60,6,33847.42,1,1
75,Male,Married,High School,10415.18,Employed,0.113,684,10438.03,Education,60,9,20534.83,0,1
37,Male,Married,Master's,51677.78,Employed,0.262,691,13429.12,Business,36,5,65572.9,1,1
35,Male,Single,Bachelor's,61413.78,Unemployed,0.128,740,500,Home,36,3,91115.74,5,1
29,Male,Single,High School,52228.31,Retired,0.268,674,13352.49,Education,60,5,51252.19,4,1
59,Male,Single,Bachelor's,104043.67,Employed,0.277,557,25457.12,Business,60,5,98950.74,3,1
62,Other,Single,PhD,59131.14,Employed,0.286,609,16930.53,Debt consolidation,36,6,74661.68,3,1
68,Female,Married,High School,42501.75,Employed,0.025,673,18651.81,Business,36,3,36082.11,1,1
32,Female,Married,High School,20998,Unemployed,0.098,738,500,Business,36,3,13571.55,2,1
52,Female,Single,PhD,34830.62,Employed,0.054,694,9512.43,Business,60,4,33509.23,2,1
45,Female,Single,Bachelor's,32101.59,Employed,0.412,797,500,Debt consolidation,36,8,43719.2,3,1
59,Male,Married,Master's,41773.29,Employed,0.111,626,500,Debt consolidation,36,5,46652.69,3,1
38,Female,Single,High School,17149.48,Employed,0.042,658,17458.42,Debt consolidation,36,6,19374.59,1,1
35,Female,Widowed,PhD,50770.67,Employed,0.168,736,15521.99,Home,36,5,47273.66,0,1
52,Male,Single,Bachelor's,25387.79,Student,0.061,632,12795.51,Car,36,3,20317.06,2,0
26,Male,Married,PhD,44325.91,Employed,0.219,664,850.21,Debt consolidation,36,2,26778.01,1,1
64,Female,Single,High School,27095.21,Employed,0.149,739,12427.19,Car,36,6,29621.97,5,1
63,Female,Single,PhD,33583.27,Employed,0.075,622,8131.78,Other,36,9,45707.97,2,1
72,Male,Single,Bachelor's,21065.76,Employed,0.232,764,14835.4,Debt consolidation,36,5,26689.06,2,1
55,Female,Married,Bachelor's,21820.08,Retired,0.144,687,16259.1,Business,60,4,20350.31,1,1
54,Male,Single,High School,48959.52,Employed,0.033,734,10963.4,Debt consolidation,60,5,36481.11,0,1
58,Female,Married,Bachelor's,63324,Employed,0.098,646,21634.25,Debt consolidation,60,9,100474.47,1,1
74,Male,Single,Bachelor's,35171.36,Employed,0.067,626,15845.35,Debt consolidation,36,6,48432.25,2,1
25,Male,Single,Master's,76833.02,Employed,0.33,609,24523.81,Other,60,5,102396.72,2,1
38,Female,Married,Master's,66720.97,Employed,0.06,804,500,Other,36,6,79325.34,1,1
36,Female,Single,Bachelor's,41889.13,Employed,0.029,679,9856.69,Medical,36,4,38710.49,0,1
28,Female,Single,High School,20053.29,Student,0.142,612,27169.19,Other,36,4,27218.15,1,0
45,Male,Married,PhD,42140.98,Employed,0.227,725,9335.96,Home,36,9,43523.93,4,1
52,Female,Married,Other,44809.12,Employed,0.228,561,17589.51,Business,60,7,42335.32,2,1
46,Male,Divorced,High School,50025.84,Employed,0.05,718,24673.25,Other,60,3,28829.79,2,1
72,Male,Married,Bachelor's,29299.94,Employed,0.206,805,20728.95,Car,36,6,49640.87,3,1
42,Female,Single,High School,23701.89,Self-employed,0.274,658,18391.92,Car,36,4,28653.05,1,1
51,Male,Single,Master's,13549.92,Unemployed,0.259,771,23321.38,Vacation,60,3,17659.08,2,0
63,Male,Single,High School,38929.16,Self-employed,0.041,685,8288.54,Home,60,4,51993.22,3,1
30,Male,Single,Other,34313.23,Employed,0.22,669,500,Other,60,8,57411.07,3,1
32,Male,Single,Bachelor's,75162.09,Unemployed,0.107,603,15596.12,Debt consolidation,36,7,116428.79,1,0
73,Female,Single,High School,20107.67,Employed,0.068,726,10986.94,Debt consolidation,60,3,25873.41,2,1
48,Other,Single,PhD,35547.61,Self-employed,0.239,694,14749.73,Debt consolidation,36,5,57765.74,4,1
26,Female,Single,Bachelor's,18886.99,Student,0.295,696,7828.57,Education,36,3,21281.18,3,0
40,Female,Single,Bachelor's,96717.69,Employed,0.064,659,33055.96,Car,36,9,136872.58,4,1
25,Female,Single,High School,29255.82,Employed,0.253,739,500,Car,36,5,26344.16,1,0
43,Female,Single,Bachelor's,15879.03,Employed,0.189,703,10844.29,Business,36,10,20632.27,1,1
29,Male,Married,PhD,37439.67,Employed,0.051,801,1411.89,Business,60,6,30217.46,1,1
49,Female,Single,Bachelor's,40473.64,Self-employed,0.183,811,34339.8,Vacation,36,1,48838.63,1,1
36,Male,Single,High School,24763.71,Self-employed,0.032,567,10093.73,Medical,60,4,31064.28,1,1
74,Female,Single,Bachelor's,35855.23,Employed,0.107,795,29982.8,Other,60,6,38701.97,0,1
66,Male,Married,Bachelor's,19725.37,Self-employed,0.022,682,28432.85,Car,36,1,12863.39,1,1
42,Female,Married,High School,26003.68,Employed,0.154,688,13207.95,Other,60,3,40115.44,1,1
28,Female,Single,High School,25980.62,Employed,0.072,585,24116.83,Other,36,1,23185.62,4,1
40,Other,Married,High School,182402.6,Employed,0.044,658,21765.52,Education,60,6,109644.4,2,1
71,Female,Married,Bachelor's,70970.42,Employed,0.039,739,21880.78,Debt consolidation,60,4,73449.64,0,1
34,Male,Married,Bachelor's,36321.14,Employed,0.338,627,12988.33,Debt consolidation,36,2,44827.97,4,1
59,Female,Married,Bachelor's,32850.82,Unemployed,0.243,554,16821.9,Debt consolidation,60,9,45742.92,1,0
57,Male,Married,High School,75482.71,Self-employed,0.08,619,29154.89,Debt consolidation,36,3,83305.46,0,1
70,Male,Single,Master's,72820.18,Unemployed,0.25,705,12530.67,Debt consolidation,36,5,66913.75,0,0
54,Male,Single,Master's,29520.44,Self-employed,0.218,739,15767.88,Debt consolidation,36,8,24970.44,5,1
31,Male,Married,Master's,147404.59,Employed,0.237,727,11275.32,Debt consolidation,36,7,101355.44,0,0
74,Female,Divorced,Bachelor's,29518.53,Employed,0.178,650,4476.12,Vacation,36,10,53840.93,4,1
60,Female,Married,Master's,30813.76,Employed,0.344,624,18928.87,Home,36,8,27970.87,0,1
53,Female,Single,Bachelor's,50911.98,Employed,0.025,621,500,Debt consolidation,36,7,39983.11,0,0
51,Male,Single,Bachelor's,39440.05,Student,0.36,696,25728.52,Home,36,6,62638.62,2,0
74,Male,Married,High School,26594.41,Self-employed,0.121,704,3418.1,Debt consolidation,60,5,43330.05,0,1
64,Male,Married,High School,30561.5,Employed,0.23,624,9289.67,Other,36,2,44270.77,6,1
54,Male,Married,High School,25047.45,Employed,0.242,716,15941.58,Home,60,9,30782.52,2,1
70,Male,Married,Bachelor's,37955.68,Unemployed,0.076,763,11531.44,Debt consolidation,36,3,54953.42,1,1
27,Male,Single,Other,32825.92,Employed,0.258,762,18874.38,Debt consolidation,36,4,20469.9,2,1
69,Female,Married,High School,47563.83,Employed,0.129,688,19963.51,Other,60,3,38695.79,3,1
74,Female,Married,Bachelor's,42442.48,Unemployed,0.217,686,2970.3,Car,60,4,28765.83,3,0
43,Female,Married,Bachelor's,21468.56,Employed,0.135,682,14676.06,Debt consolidation,36,4,22470.17,1,1
66,Male,Married,Bachelor's,27158.03,Unemployed,0.192,797,7589.64,Home,60,7,22519.47,4,1
27,Female,Married,High School,70266.15,Self-employed,0.483,683,23527.56,Debt consolidation,36,2,92423.19,3,0
74,Female,Single,High School,34048.73,Employed,0.14,536,31603.55,Education,60,0,23422.96,0,1
45,Male,Single,High School,19831.58,Employed,0.046,738,17720.3,Debt consolidation,36,6,23824.75,1,1
23,Male,Single,PhD,30906.76,Employed,0.295,530,500,Business,36,5,24147.82,2,1
58,Male,Divorced,High School,36181.34,Employed,0.084,729,16116.45,Other,36,3,21428.56,3,1
40,Male,Single,Bachelor's,133059.37,Retired,0.058,709,2780.74,Car,60,2,73034.14,2,1
54,Male,Single,Other,28999.42,Student,0.114,715,14152.02,Debt consolidation,36,12,37494.64,3,1
69,Male,Married,Bachelor's,29790.14,Employed,0.198,690,23621.75,Debt consolidation,36,5,29737.13,3,0
64,Male,Single,Bachelor's,41381.17,Unemployed,0.407,753,2717.66,Debt consolidation,60,5,66554.33,2,0
64,Male,Single,Bachelor's,53998.38,Student,0.059,781,19564.13,Debt consolidation,36,3,48970.24,0,1
50,Female,Married,Bachelor's,119738.31,Employed,0.363,528,21579.77,Debt consolidation,36,4,151095.94,6,1
37,Male,Married,Bachelor's,31396.57,Employed,0.36,712,7223.86,Debt consolidation,36,7,45040.7,7,1
30,Female,Married,Master's,32249.22,Employed,0.064,651,500,Debt consolidation,36,6,45605.9,3,1
55,Male,Married,Bachelor's,17856.64,Employed,0.069,713,22725.81,Medical,36,5,24713.93,1,1
40,Male,Married,Bachelor's,16989.77,Student,0.077,667,10709.85,Home,60,12,33734.18,1,1
38,Female,Single,Other,36990.47,Employed,0.322,593,14714.07,Debt consolidation,36,4,42634.62,5,0
65,Female,Married,Master's,21399.87,Employed,0.042,701,21099.81,Debt consolidation,36,4,30079.89,0,1
64,Male,Single,Bachelor's,14348.88,Self-employed,0.154,677,21877.13,Debt consolidation,36,5,21674.15,3,1
47,Female,Single,Bachelor's,23312.13,Self-employed,0.128,577,3480.12,Debt consolidation,36,5,24890.92,6,1
69,Female,Single,Master's,17389.82,Employed,0.145,719,15329.13,Education,36,7,31708.62,3,1
56,Male,Single,Master's,34956.81,Employed,0.207,742,7685.92,Car,36,5,35973.64,2,1
43,Male,Single,High School,17015.85,Employed,0.188,772,19221.19,Car,36,2,18895.38,0,1
52,Female,Single,Bachelor's,28856.93,Employed,0.173,642,23240.94,Debt consolidation,36,3,36610.21,3,1
30,Male,Married,High School,48248.33,Employed,0.217,666,18414.14,Car,60,6,63821.49,3,1
31,Male,Married,Bachelor's,31856.38,Self-employed,0.13,672,19165.87,Debt consolidation,36,6,43184.87,1,1
58,Male,Single,Other,34450.37,Unemployed,0.095,697,8269.83,Debt consolidation,60,7,24371.5,0,0
